post_id,post_text,category,react_likes,react_love,react_haha,react_sad,react_wow,react_angry,number of comments,positive sent,negative sent,neutral sent,anger,fear,sad,happy,neutral,avg words in comments,median words in comments
25604775729_10156761242300730,Zwei der verwickelten Autos waren teure Sportflitzer: ein Mercedes AMG C63 und ein Audi A8  der Tank des Lkw riss auf  mehrere Hundert Liter Diesel verteilten sich über der Fahrspur  drei Menschen wurden leicht verletzt. Doch der eigentliche Aufreger passierte danach!,Alltag&Skurriles,147,1,64,18,9,182,76,19.736842105263158,43.421052631578945,36.8421052631579,23.68421052631579,10.526315789473685,13.157894736842104,5.2631578947368425,47.36842105263158,20.32894736842105,9.5
25604775729_10156762877135730,Gönn dir diese Longboard-Abfahrt! 😎,Liebe&Freundschaft,317,10,0,0,79,1,133,15.789473684210526,17.293233082706767,66.9172932330827,6.015037593984962,6.7669172932330826,2.255639097744361,30.827067669172934,54.13533834586466,6.646616541353383,4.0
25604775729_10156762914485730,Die AfD will ein Gesetz  das „die Vollverschleierung im öffentlichen Raum verbietet“. Was wollen die anderen? politik inland burka verbot wer ist fuer was beim burka verbot,Gesellschaft/Ethik/Politik,2162,87,43,7,5,31,2179,25.608077099586968,52.088113813675996,22.303809086737036,24.047728315741164,7.4346030289123455,7.4346030289123455,9.178522257916475,51.90454336851767,29.758604864616796,19.0
25604775729_10156763074130730,Nach einem Tritt gegen den Brustkorb fällt er zu Boden und knallt mit dem Kopf auf den Asphalt. Damit war der Angriff noch nicht zu Ende...,Straftat,127,0,11,26,2,263,185,23.783783783783782,49.189189189189186,27.027027027027028,44.32432432432432,7.5675675675675675,9.18918918918919,10.81081081081081,28.10810810810811,18.64864864864865,13.0
25604775729_10156763123105730,Die Schäferhündin galt seit einem halben Jahr als vermisst. 400 Kilometer streifte sie unentdeckt umher  ehe sie schwer verletzt und abgemagert von Rettungskräften endlich gefunden wurde. ❤️,Alltag&Skurriles,1019,583,0,231,16,0,64,53.125,18.75,28.125,6.25,1.5625,20.3125,48.4375,23.4375,11.390625,9.0
25604775729_10156763132835730,Die Flammen schlagen meterhoch aus dem Dach  erfassten das gesamte Haus über mehrere Etagen. Allen Mietern und einer Katze ist der Fluchtweg abgeschnitten.,Alltag&Skurriles,178,4,0,164,57,2,31,25.806451612903224,35.483870967741936,38.70967741935484,6.451612903225806,16.129032258064516,12.903225806451612,19.35483870967742,45.16129032258065,14.0,10.0
25604775729_10156763207605730,Ein Monteur wollte an einem Hochhaus abends die Außenjalousien überprüfen. Doch in Höhe der 14. Etage passierte es. Nichts ging mehr. Und es wurde immer kälter...,Alltag&Skurriles,46,0,1,11,28,0,13,38.46153846153846,30.76923076923077,30.76923076923077,0.0,7.6923076923076925,15.384615384615385,15.384615384615385,61.53846153846154,10.307692307692308,9.0
25604775729_10156763261340730,Sex ist bekanntlich die schönste Nebensache der Welt. Das Schöne: Manchmal reichen wenige Minuten für Hammer-Sex aus.,Alltag&Skurriles,488,20,39,1,3,0,97,32.98969072164948,15.463917525773196,51.54639175257732,6.185567010309279,2.0618556701030926,6.185567010309279,50.51546391752577,35.05154639175258,9.969072164948454,7.0
25604775729_10156763274795730,Die Grippewelle hat einen neuen Höhepunkt erreicht! Wo die Grippe-Viren am aktivsten sind:,Alltag&Skurriles,208,1,1,312,210,10,230,18.26086956521739,24.782608695652176,56.95652173913044,11.73913043478261,9.130434782608695,12.173913043478262,10.869565217391305,56.08695652173913,10.452173913043477,5.0
25604775729_10156763291795730,Unter dem Pseudonym „The Working Actress“ gab Prinz Harrys Verlobte tiefe Einblicke in ihr Privatleben.  Sie dachte  sie hätte den Blog für immer gelöscht... unterhaltung leute rachel meghan markle geheimes online tagebuch,Alltag&Skurriles,31,0,0,0,2,0,9,44.44444444444444,11.11111111111111,44.44444444444444,22.22222222222222,0.0,0.0,33.333333333333336,44.44444444444444,13.88888888888889,14.0
25604775729_10156763462055730,Ein Fall der wieder zeigt: Augen geradeaus!,Alltag&Skurriles,72,2,5,62,14,7,55,27.272727272727273,49.09090909090909,23.636363636363637,27.272727272727273,9.090909090909092,18.181818181818183,16.363636363636363,29.09090909090909,20.70909090909091,11.0
25604775729_10156763471585730,Die Chorprobe ist gerade beendet  als Zeugen einen lautstarken Streit hören. Zwei Männer brüllen sich an. Schmerzensschreie. Dann Stille.,Straftat,100,0,1,188,29,200,340,25.88235294117647,47.94117647058823,26.176470588235293,31.176470588235293,9.117647058823529,12.647058823529411,10.882352941176471,36.1764705882353,25.788235294117648,16.0
25604775729_10156763479780730,Am Sonntag wird es wieder richtig wild.,Alltag&Skurriles,92,0,13,0,8,0,74,21.62162162162162,24.324324324324323,54.054054054054056,12.162162162162161,2.7027027027027026,4.054054054054054,41.891891891891895,39.189189189189186,8.635135135135135,6.0
25604775729_10156763482890730,Selber Job  selbe Person  aber 4800 Euro Unterschied!,Gesellschaft/Ethik/Politik,124,5,17,10,17,119,117,39.31623931623932,25.641025641025642,35.042735042735046,25.641025641025642,3.4188034188034186,9.401709401709402,27.35042735042735,34.18803418803419,27.153846153846153,16.0
25604775729_10156763532690730,In Interviews sprach Felix Jaehn am liebsten immer nur über seine Musik. Bis jetzt!,Alltag&Skurriles,849,84,43,2,17,9,260,27.307692307692307,20.0,52.69230769230769,13.461538461538462,1.5384615384615385,3.8461538461538463,31.153846153846153,50.0,8.180769230769231,6.0
25604775729_10156763597855730,Zehn Millionen Deutsche spielen regelmäßig oder gelegentlich an Spielautomaten. Oft geht es nur um kleine Beträge.,Alltag&Skurriles,53,1,2,5,7,2,118,15.254237288135593,23.728813559322035,61.016949152542374,12.711864406779661,3.389830508474576,5.084745762711864,20.338983050847457,58.47457627118644,9.805084745762711,4.0
25604775729_10156763631800730,Irgendwie doch schade  wie wenig Zeit manche für sich allein haben! lifestyle stress das tun europaer wenn keiner hinguckt,Alltag&Skurriles,42,0,4,0,0,0,11,45.45454545454545,18.181818181818183,36.36363636363637,18.181818181818183,18.181818181818183,0.0,54.54545454545455,9.090909090909092,10.272727272727273,7.0
25604775729_10156763668880730,Dieses Millionärs-Paar kennst du bestimmt! 😉,Alltag&Skurriles,291,7,61,0,15,2,43,6.976744186046512,25.58139534883721,67.44186046511628,18.6046511627907,0.0,11.627906976744185,20.930232558139537,48.83720930232558,5.116279069767442,4.0
25604775729_10156763768345730,Der Täter ist mit einem Jagdgewehr noch auf der Flucht.,Straftat,28,0,0,48,4,25,36,13.88888888888889,47.22222222222222,38.888888888888886,25.0,8.333333333333334,2.7777777777777777,19.444444444444443,44.44444444444444,11.694444444444445,8.5
25604775729_10156763781245730,Epic Fail! 😆,Alltag&Skurriles,353,1,246,3,9,4,93,27.956989247311828,15.053763440860216,56.98924731182796,7.526881720430108,3.225806451612903,2.150537634408602,47.31182795698925,39.784946236559136,6.956989247311828,5.0
25604775729_10156763793365730,Grausame Tat zwischen Freundinnen!,Alltag&Skurriles,181,0,4,226,37,364,374,24.59893048128342,45.72192513368984,29.67914438502674,23.796791443850267,11.497326203208557,18.449197860962567,12.032085561497325,34.224598930481285,18.342245989304814,13.0
25604775729_10156763866935730,Es sind neue Details  die einen erschaudern lassen.,Gesellschaft/Ethik/Politik,132,0,1,35,3,153,31,19.35483870967742,41.935483870967744,38.70967741935484,22.580645161290324,16.129032258064516,6.451612903225806,6.451612903225806,48.38709677419355,20.516129032258064,9.0
25604775729_10156763932950730,Sie müssen auf die Straße  um für mehr Respekt zu demonstrieren. Das ist beschämend!,Gesellschaft/Ethik/Politik,1192,19,4,259,10,123,278,26.97841726618705,43.52517985611511,29.496402877697843,24.100719424460433,10.431654676258994,19.784172661870503,10.431654676258994,35.25179856115108,21.964028776978417,14.5
25604775729_10156763958700730,„Ich stand zwischen Hooligans im Stadion.“,Alltag&Skurriles,161,1,84,2,9,2,64,28.125,35.9375,35.9375,10.9375,7.8125,9.375,34.375,37.5,10.578125,7.0
25604775729_10156764120940730,Der Audifahrer konnte nicht mehr ausweichen  rammte in den einen quer stehenden Truck. Sein Auto wurde auf ein Feld katapultiert.,Alltag&Skurriles,56,0,0,48,24,0,16,18.75,62.5,18.75,25.0,0.0,6.25,12.5,56.25,16.125,12.0
25604775729_10156764125750730,Jeder Haushalt in Deutschland hat im Jahr 2016 im Schnitt über 3314 Euro/Monat Netto-Einkommen verfügt. Wofür wurde das Geld ausgegeben?,Alltag&Skurriles,175,3,541,7,16,157,1315,31.254752851711025,39.31558935361217,29.429657794676807,17.718631178707223,2.053231939163498,6.844106463878327,23.65019011406844,49.73384030418251,22.648669201520914,15.0
25604775729_10156764128580730,Ragen Chastain wiegt 130 Kilo und hasste das Laufen. Dann meldete sie sich für einen Marathon an. Jetzt hat sie ein großes Ziel vor Augen!,Alltag&Skurriles,144,8,2,0,15,0,37,59.45945945945946,8.108108108108109,32.432432432432435,16.216216216216218,5.405405405405405,16.216216216216218,35.13513513513514,27.027027027027028,11.108108108108109,9.0
25604775729_10156764139675730,Jetzt ist er Millionär – und das auch noch völlig legal! digital multimedia spotify bulgare betruegt spotify um eine million euro fake accounts spielten playlists,Alltag&Skurriles,3156,20,745,3,197,8,1609,18.14791796146675,13.548788067122436,68.30329397141081,6.774394033561218,3.29397141081417,1.9266625233064014,23.617153511497825,64.38781852082039,5.418893722809198,3.0
25604775729_10156764140015730,Jetzt gibt s Autos im Abo! Für einen festen Betrag im Monat sind Versicherungen  Wartung und andere Kosten inklusive.,Alltag&Skurriles,1308,9,75,1,91,12,318,22.32704402515723,16.352201257861637,61.320754716981135,9.433962264150944,1.8867924528301887,2.5157232704402515,23.89937106918239,62.264150943396224,13.157232704402515,5.0
25604775729_10156764145135730,Das Tierheim in Essen macht Platz für Hunde von Obdachlosen  weil in offiziellen Schlafplätzen Tiere verboten sind. regional ruhrgebiet obdachlos obdachlose hunde kriegen herberge,Gesellschaft/Ethik/Politik,5587,834,3,121,14,7,265,54.716981132075475,23.39622641509434,21.88679245283019,13.20754716981132,4.90566037735849,18.867924528301888,33.20754716981132,29.81132075471698,20.645283018867925,11.0
25604775729_10156764167905730,Sein Schicksal ist echt berührend.,Alltag&Skurriles,127,6,6,18,36,1,14,14.285714285714286,64.28571428571429,21.428571428571427,28.571428571428573,0.0,14.285714285714286,21.428571428571427,35.714285714285715,9.928571428571429,8.5
25604775729_10156764180390730,Letztlich musste der Hund erschossen werden  weil es Polizei und Tiernotrettung sechs Stunden lang nicht gelungen war  dass Tier mit einer Lebendfalle einzufangen. 😢,Straftat,55,0,1,174,2,142,185,22.7027027027027,49.189189189189186,28.10810810810811,26.486486486486488,10.81081081081081,12.972972972972974,16.756756756756758,32.972972972972975,19.7027027027027,12.0
25604775729_10156764595660730,Nach anfänglichem Widerstand Russlands stimmten die 15 Mitgliedsländer am Samstag in New York geschlossen dafür.,Alltag&Skurriles,39,0,9,2,0,1,28,28.571428571428573,39.285714285714285,32.142857142857146,28.571428571428573,10.714285714285714,0.0,7.142857142857143,53.57142857142857,21.428571428571427,16.5
25604775729_10156764606990730,Hier sind sie also  die 14 neuen Let s Dance-Kandidaten.,Alltag&Skurriles,888,12,30,1,8,3,224,22.321428571428573,22.321428571428573,55.357142857142854,8.035714285714286,4.017857142857143,4.017857142857143,34.82142857142857,49.107142857142854,8.513392857142858,6.0
25604775729_10156764773640730,Drogenbeauftragte der Bundesregierung Mortler; „Glücksspiel birgt enorme Suchtgefahren und kann ganze Familien in den Ruin treiben.“,Gesellschaft/Ethik/Politik,30,0,10,0,0,3,44,52.27272727272727,36.36363636363637,11.363636363636363,31.818181818181817,4.545454545454546,9.090909090909092,18.181818181818183,36.36363636363637,16.818181818181817,12.5
25604775729_10156764828650730,Was für ein Gänsehautmoment!,Liebe&Freundschaft,190,7,2,0,7,0,22,27.272727272727273,27.272727272727273,45.45454545454545,9.090909090909092,13.636363636363637,9.090909090909092,22.727272727272727,45.45454545454545,9.727272727272727,7.0
25604775729_10156764854775730,Der Konservative Jens Spahn soll nach Informationen der BILD am SONNTAG Gesundheitsminister werden.,Gesellschaft/Ethik/Politik,93,2,111,8,4,38,233,34.33476394849785,31.330472103004293,34.33476394849785,23.605150214592275,4.721030042918455,8.583690987124463,26.609442060085836,36.48068669527897,12.96137339055794,10.0
25604775729_10156765123045730,Eine Mischung aus Bademantel und Schlafsack weckte bei Joko ungeahnte Gefühle …,Alltag&Skurriles,633,13,93,0,3,0,48,27.083333333333332,14.583333333333334,58.333333333333336,6.25,8.333333333333334,2.0833333333333335,43.75,39.583333333333336,10.6875,5.0
25604775729_10156765481555730,Dieter Bohlen musste sich ja schon viel anhören bei DSDS – aber irgendwann platzt auch einem Pop-Titan mal der Kragen …,Alltag&Skurriles,522,0,170,2,8,17,122,25.40983606557377,37.704918032786885,36.885245901639344,22.950819672131146,4.098360655737705,8.19672131147541,31.9672131147541,32.78688524590164,16.721311475409838,12.0
25604775729_10156765594990730,Und Silber ging auch noch nach Deutschland!,Gesellschaft/Ethik/Politik,1435,48,0,0,12,0,36,63.888888888888886,16.666666666666668,19.444444444444443,5.555555555555555,5.555555555555555,0.0,66.66666666666667,22.22222222222222,8.027777777777779,7.0
25604775729_10156765953880730,WAS! FÜR! EIN! IRRES! FINALE! Deutschland hat OAR am Rande einer Niederlage  verliert dann denkbar knapp mit 3:4 in der Overtime.  ABER: Jungs  ihr habt Unglaubliches geleistet! Für uns seid ihr die Olympiasieger der Herzen!!! ❤️☝️💪👏👏👏🇩🇪️,Alltag&Skurriles,18740,1206,27,109,57,5,837,53.763440860215056,22.102747909199522,24.133811230585422,10.15531660692951,3.942652329749104,5.017921146953405,59.97610513739546,20.908004778972522,14.529271206690561,10.0
25604775729_10156765997560730,Jetzt hat die Schule sogar schon Spenden-Angebote für Computer bekommen <3,Alltag&Skurriles,265,17,5,1,15,0,57,38.59649122807018,26.31578947368421,35.08771929824562,12.280701754385966,5.2631578947368425,15.789473684210526,17.54385964912281,49.12280701754386,16.43859649122807,11.0
25604775729_10156766007825730,Ein Grund ist der Anschlag im Münchener Einkaufszentrum 2016.,Alltag&Skurriles,72,1,1,10,7,0,117,31.623931623931625,41.88034188034188,26.495726495726494,25.641025641025642,11.11111111111111,12.820512820512821,18.803418803418804,31.623931623931625,21.444444444444443,15.0
25604775729_10156766103940730,Am Vormittag überschlug sich ein Lkw auf der A10 bei Oberkrämer (Oberhavel). Augenzeugen zufolge gab es Hunderte Gaffer.,Alltag&Skurriles,969,26,3,9,2,62,118,28.8135593220339,50.0,21.1864406779661,35.59322033898305,7.627118644067797,8.474576271186441,13.559322033898304,34.74576271186441,23.415254237288135,14.0
25604775729_10156766130500730,Der Schimmelbefall ist jedoch nicht das größte Problem! news inland flughafen berlin brandenburg schimmel am pannen airport,Gesellschaft/Ethik/Politik,641,7,1742,33,53,234,570,30.526315789473685,35.43859649122807,34.03508771929825,28.42105263157895,6.315789473684211,4.7368421052631575,25.789473684210527,34.73684210526316,16.12280701754386,11.0
25604775729_10156766179415730,Ärzte sollen dazu bewegt werden  eine von 80 Krankheiten zu diagnostizieren!,Gesellschaft/Ethik/Politik,62,0,5,13,5,156,54,22.22222222222222,38.888888888888886,38.888888888888886,37.03703703703704,3.7037037037037037,12.962962962962964,7.407407407407407,38.888888888888886,26.296296296296298,15.0
25604775729_10156766190865730,Einer von ihnen wollte seiner Ehefrau helfen  die den Crash verursachte …,Straftat,131,2,0,466,31,13,72,22.22222222222222,59.72222222222222,18.055555555555557,13.88888888888889,15.277777777777779,27.77777777777778,11.11111111111111,31.944444444444443,23.15277777777778,16.0
25604775729_10156766245360730,Sogar ein Politiker machte bei der Wahl mit 😏,Gesellschaft/Ethik/Politik,431,3,55,3,8,2,236,33.05084745762712,32.20338983050848,34.74576271186441,17.796610169491526,4.237288135593221,3.389830508474576,27.11864406779661,47.45762711864407,13.572033898305085,11.0
25604775729_10156766247955730,Für eine Studie wurden 10 000 Europäer gefragt  was sie am liebsten tun  wenn sie Zeit für sich haben und niemand zuguckt.  ➡️ Zum Ergebnis:,Alltag&Skurriles,53,0,10,1,0,0,69,36.231884057971016,24.63768115942029,39.130434782608695,11.594202898550725,0.0,2.898550724637681,55.072463768115945,30.434782608695652,8.927536231884059,7.0
25604775729_10156766346505730,… sondern es geht um den Unterhalt für Sohn Brady  den er zusammen mit Ex-Freundin Brechtel hat.,Straftat,47,0,15,0,2,3,71,26.760563380281692,50.70422535211268,22.535211267605632,14.084507042253522,14.084507042253522,4.225352112676056,29.577464788732396,38.028169014084504,20.859154929577464,10.0
25604775729_10156766350290730,Cem Özdemir reagiert gelassen :),Gesellschaft/Ethik/Politik,669,34,161,0,3,15,1915,31.85378590078329,42.24543080939948,25.900783289817234,33.472584856396864,4.438642297650131,6.1096605744125325,15.822454308093995,40.15665796344648,26.45378590078329,17.0
25604775729_10156766467950730,Emily Ratajkowski noch nie ein Geheimnis aus ihren Kurven gemacht!,Alltag&Skurriles,146,6,0,6,0,0,24,25.0,37.5,37.5,20.833333333333332,4.166666666666667,8.333333333333334,37.5,29.166666666666668,11.041666666666666,9.5
25604775729_10156766481800730,Die Branche unterliegt strengen Regeln. Doch die Frage ist  ob sie diese auch einhält. geld wirtschaft spielsucht bessere kontrolle beim gluecksspiel,Gesellschaft/Ethik/Politik,40,0,2,0,0,0,30,13.333333333333334,53.333333333333336,33.333333333333336,13.333333333333334,3.3333333333333335,10.0,16.666666666666668,56.666666666666664,12.166666666666666,9.5
25604775729_10156766486050730,Antworten darauf und viele anderen Fragen geben Professor Rainer Stamminger und sein Team!,Gesellschaft/Ethik/Politik,118,2,30,3,1,2,115,27.82608695652174,26.08695652173913,46.08695652173913,13.91304347826087,2.608695652173913,8.695652173913043,25.217391304347824,49.56521739130435,10.695652173913043,8.0
25604775729_10156766870325730,Zwei Zeugen rennen hinterher  stellen den Kindertreter! Der zieht ein Messer … regional frankfurt frankfurt am main mann tritt kind in bauch,Straftat,215,0,5,239,29,2344,543,21.54696132596685,47.14548802946593,31.30755064456722,27.44014732965009,8.839779005524862,13.259668508287293,12.523020257826888,37.93738489871087,16.92817679558011,12.0
25604775729_10156766900515730,„Ozan“ war immer mit einer braunen Vespa unterwegs.,Alltag&Skurriles,52,1,2,11,3,18,42,26.19047619047619,40.476190476190474,33.333333333333336,23.80952380952381,4.761904761904762,7.142857142857143,11.904761904761905,52.38095238095238,12.404761904761905,8.5
25604775729_10156767097275730,Wer hätte das gedacht: Ihr Outfit hatte einen echten Grund!,Alltag&Skurriles,126,2,6,0,7,1,18,44.44444444444444,27.77777777777778,27.77777777777778,16.666666666666668,0.0,0.0,50.0,33.333333333333336,9.38888888888889,8.5
25604775729_10156767118015730,Sie sagt  sie wurde geschlagen. Die Täterin wurde aber freigesprochen. regional berlin fotomodel spricht in bild,Alltag&Skurriles,22,0,7,1,0,1,27,25.925925925925927,37.03703703703704,37.03703703703704,18.51851851851852,3.7037037037037037,3.7037037037037037,25.925925925925927,48.148148148148145,10.148148148148149,7.0
25604775729_10156767121845730,Immer wieder ermahnen sie den Mann  das Messer niederzulegen. Keine Reaktion.,Straftat,928,49,15,6,11,63,380,32.63157894736842,31.57894736842105,35.78947368421053,18.94736842105263,7.631578947368421,8.68421052631579,17.36842105263158,47.36842105263158,12.189473684210526,8.0
25604775729_10156767151870730,Es klingt fast wie in einem Mafia-Film! (BILD+),Alltag&Skurriles,24,0,24,0,1,5,25,24.0,52.0,24.0,24.0,0.0,0.0,24.0,52.0,15.6,12.0
25604775729_10156767165010730,Wir sehen einen Baumarkt-Eingang von und innen – und gucken links auf die Glastür …,Gesellschaft/Ethik/Politik,125,0,12,125,34,1,36,16.666666666666668,30.555555555555557,52.77777777777778,13.88888888888889,2.7777777777777777,8.333333333333334,22.22222222222222,52.77777777777778,6.944444444444445,5.0
25604775729_10156767170455730,Drinnen kam es schon zu einer Schlägerei zwischen zwei Männern. Einer von ihnen zog draußen dann ein Messer!,Straftat,119,1,3,73,26,320,705,24.113475177304963,41.276595744680854,34.60992907801418,24.822695035460992,6.666666666666667,12.4822695035461,14.75177304964539,41.276595744680854,22.770212765957446,13.0
25604775729_10156767174165730,Dieser kleine Junge wurde bei Bombenangriffen in Ost-Ghouta am 22. Donnerstag verletzt.,Straftat,93,2,7,524,4,158,338,21.301775147928993,52.366863905325445,26.331360946745562,23.37278106508876,13.31360946745562,15.384615384615385,9.171597633136095,38.75739644970414,24.13609467455621,17.0
25604775729_10156767178795730,Seine Freunde konnten ihn nicht befreien. Dann riefen sie die Feuerwehr.,Straftat,116,4,126,2,27,0,105,22.857142857142858,32.38095238095238,44.76190476190476,17.142857142857142,7.619047619047619,8.571428571428571,32.38095238095238,34.285714285714285,12.895238095238096,10.0
25604775729_10156767188095730,17 Menschen starben im Kugelhagel …,Alltag&Skurriles,253,40,0,14,34,1,16,25.0,25.0,50.0,12.5,12.5,25.0,6.25,43.75,16.75,16.5
25604775729_10156767190685730,Liebe geht nicht nur durch den Magen  sondern animiert auch zu mehr Sex.,Gesellschaft/Ethik/Politik,87,0,32,0,2,0,127,21.25984251968504,18.89763779527559,59.84251968503937,3.1496062992125986,2.3622047244094486,3.1496062992125986,52.75590551181102,38.58267716535433,6.31496062992126,5.0
25604775729_10156767191860730,Wo sind die Autofahrer noch sparsamer? geld wirtschaft autos deutschlands autofahrer effizient,Alltag&Skurriles,30,0,2,0,0,0,15,13.333333333333334,26.666666666666668,60.0,6.666666666666667,0.0,0.0,13.333333333333334,80.0,10.066666666666666,7.0
25604775729_10156767194150730,Die Größe eines erigierten Penis bei einem erwachsenen Mann ist im Durchschnitt ungefähr 12 Zentimeter …,Alltag&Skurriles,243,1,135,1,8,3,647,21.792890262751158,27.357032457496135,50.8500772797527,9.428129829984544,2.7820710973724885,2.7820710973724885,37.86707882534776,47.14064914992272,8.717156105100464,7.0
25604775729_10156767213355730,Wer seinen Flug zum richtigen Zeitpunkt bucht  kann ordentlich sparen!,Alltag&Skurriles,64,0,0,0,0,0,154,12.987012987012987,10.38961038961039,76.62337662337663,1.948051948051948,2.5974025974025974,3.896103896103896,27.272727272727273,64.28571428571429,4.746753246753247,3.0
25604775729_10156767246660730,Sie war der erste weibliche Bollywood-Superstar überhaupt.,Gesellschaft/Ethik/Politik,167,2,1,372,58,0,62,22.580645161290324,30.64516129032258,46.774193548387096,6.451612903225806,12.903225806451612,27.419354838709676,12.903225806451612,40.32258064516129,9.064516129032258,6.0
25604775729_10156767255905730,Deshalb loderten Immer wieder Glutnester auf.,Alltag&Skurriles,103,0,1,25,36,0,18,22.22222222222222,27.77777777777778,50.0,22.22222222222222,5.555555555555555,5.555555555555555,22.22222222222222,44.44444444444444,15.333333333333334,13.0
25604775729_10156767261030730,Schulkinder nutzen soziale Netzwerke im Alltag: Nicht selten zum Ärger der Eltern und Lehrer! ratgeber kind familie social media bessere noten dank social media,Alltag&Skurriles,13,0,6,0,2,0,20,55.0,10.0,35.0,10.0,10.0,5.0,30.0,45.0,15.5,11.0
25604775729_10156767277400730,Im Video: Nach dem sensationellen Gewinn der Silber-Medaille geben unsere Eishockey-Jungs richtig Gas,Alltag&Skurriles,643,26,15,1,1,0,79,41.77215189873418,36.70886075949367,21.518987341772153,18.9873417721519,2.5316455696202533,6.329113924050633,39.24050632911393,32.91139240506329,20.354430379746834,14.0
25604775729_10156767284230730,Hupsi :D,Alltag&Skurriles,723,5,564,0,5,0,501,11.57684630738523,8.782435129740518,79.64071856287426,2.7944111776447107,0.7984031936127745,1.596806387225549,33.73253493013972,61.07784431137725,4.790419161676646,3.0
25604775729_10156767286755730,Dieser Auftritt war so nicht geplant – und trotzdem ziemlich lustig!,Alltag&Skurriles,59,0,21,0,4,0,5,60.0,20.0,20.0,40.0,0.0,0.0,40.0,20.0,11.6,13.0
25604775729_10156767671160730,Bundeskanzlerin Angela Merkel hat die Liste mit den Ministern der CDU präsentiert.,Gesellschaft/Ethik/Politik,124,4,75,7,4,254,281,30.249110320284696,34.87544483985765,34.87544483985765,27.04626334519573,4.270462633451957,7.117437722419929,26.690391459074732,34.87544483985765,14.359430604982206,11.0
25604775729_10156767723670730,„Wenn es als Märtyrer fällt  werden sie es auch – so Gott will – mit der Fahne zudecken. Es ist alles bereit“. politik ausland recep tayyip erdogan weist weinendes maedchen in soldatenuniform zurecht,Gesellschaft/Ethik/Politik,612,39,47,382,26,2721,1772,22.178329571106094,47.00902934537246,30.812641083521445,34.5372460496614,9.311512415349886,7.110609480812641,15.857787810383748,33.182844243792324,22.544582392776523,14.0
25604775729_10156767779715730,Aus Rücksichtnahme auf das Unglück stellen sowohl die Schalker als auch die Leverkusener Fans die Unterstützung für ihre Teams ein und schweigen. 😢,Gesellschaft/Ethik/Politik,634,11,1,599,105,3,175,50.285714285714285,8.0,41.714285714285715,2.2857142857142856,2.857142857142857,9.714285714285714,40.0,45.142857142857146,8.131428571428572,5.0
25604775729_10156767894925730,Bei „The Biggest Loser“ geht es heiß her – allerdings im eher negativen Sinne.,Alltag&Skurriles,56,2,11,2,2,6,105,25.714285714285715,43.80952380952381,30.476190476190474,30.476190476190474,4.761904761904762,14.285714285714286,17.142857142857142,33.333333333333336,18.39047619047619,13.0
25604775729_10156768031050730,Alle verfügbaren Rettungskräfte sind im Einsatz  die Polizei spricht von einem „erheblichen Vorfall“.,Gesellschaft/Ethik/Politik,53,0,0,50,34,0,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0.0,0.0,33.333333333333336,33.333333333333336,7.0,5.0
25604775729_10156768143570730,Die Bundespolizei hat 2017 erneut eine hohe Zahl an illegalen Einwanderern in Fernbussen aus dem Ausland aufgegriffen.,Gesellschaft/Ethik/Politik,123,0,38,1,12,181,149,34.22818791946309,32.88590604026846,32.88590604026846,20.13422818791946,4.026845637583893,8.053691275167786,21.476510067114095,46.308724832214764,16.885906040268456,12.0
25604775729_10156768899995730,Beim GroKo-Talk am Sonntagabend gab es ordentlich Merkel-Bashing.,Alltag&Skurriles,50,1,84,4,2,33,125,30.4,42.4,27.2,24.8,4.8,9.6,17.6,43.2,21.432,13.0
25604775729_10156768923785730,Am 14. Februar tötete Nikolas Cruz 17 Menschen an seiner alten Schule in Parkland (Florida). Am Sonntag betraten Lehrer und Schüler erstmals wieder das Gebäude.,Alltag&Skurriles,32,0,0,39,0,0,12,8.333333333333334,58.333333333333336,33.333333333333336,16.666666666666668,58.333333333333336,0.0,0.0,25.0,17.916666666666668,17.0
25604775729_10156769149895730,Auf „Hafturlaub“ fuhr er nach Frankfurt  mietete sich in einem Hotel ein.,Alltag&Skurriles,66,0,3,56,16,0,25,24.0,52.0,24.0,32.0,4.0,16.0,12.0,36.0,15.12,10.0
25604775729_10156769168890730,Wenn der Durst kommt. ¯\_(ツ)_/¯,Alltag&Skurriles,309,1,243,0,3,6,129,13.178294573643411,28.68217054263566,58.13953488372093,6.976744186046512,2.3255813953488373,4.651162790697675,35.65891472868217,50.3875968992248,7.945736434108527,6.0
25604775729_10156769172705730,Wer kennt s? 😅💋 Daniela Katzenberger ist dabei einfach mega-sympathisch.,Alltag&Skurriles,62,3,16,0,0,3,55,16.363636363636363,45.45454545454545,38.18181818181818,38.18181818181818,3.6363636363636362,9.090909090909092,21.818181818181817,27.272727272727273,12.636363636363637,10.0
25604775729_10156769220360730,Um die Reizung der Atemwege zu lindern  übergießen Helfer die Opfer mit Wasser.,Straftat,76,0,8,410,6,264,320,31.25,42.8125,25.9375,20.9375,12.5,12.8125,13.4375,40.3125,23.178125,16.5
25604775729_10156769267425730,Für zwei Termine! Und mit einem BILDplus-Abo könnt ihr euch vor allen anderen Tickets holen. Wer weiß  wann The Rolling Stones wiederkommen! 🤘,Alltag&Skurriles,40,6,3,0,0,2,63,26.984126984126984,23.80952380952381,49.20634920634921,9.523809523809524,7.936507936507937,11.11111111111111,30.158730158730158,41.26984126984127,17.50793650793651,6.0
